"Facility Name","Facility Address","Latitude","Longitude","NAICS Code","NAICS Description","Pollutant","Source Type","Emissions in Tons","Year"
"RELIANT ENERGY-ORMOND BEACH GEN STATION","6635 SOUTH EDISON DRIVE","34.1292","-119.169","221112","Fossil Fuel Electric Power Generation","PM10","Electricity Generation via Combustion","10.08232","2008"
"RELIANT ENERGY-ORMOND BEACH GEN STATION","6635 SOUTH EDISON DRIVE","34.1292","-119.169","221112","Fossil Fuel Electric Power Generation","PM2.5 Primary (Filt + Cond","Electricity Generation via Combustion","10.08232","2008"
"RELIANT ENERGY-ORMOND BEACH GEN STATION","6635 SOUTH EDISON DRIVE","34.1292","-119.169","221112","Fossil Fuel Electric Power Generation","Nitrogen Oxides","Electricity Generation via Combustion","33.047","2008"
"RELIANT ENERGY-ORMOND BEACH GEN STATION","6635 SOUTH EDISON DRIVE","34.1292","-119.169","221112","Fossil Fuel Electric Power Generation","Carbon Monoxide","Electricity Generation via Combustion","181.48245","2008"
"TRUCK ACCESSORIES GROUP, LLC DBA LEER WEST","1686 EAST BEAMER STREET","38.6816","-121.736","336214","Travel Trailer and Camper Manufacturing","Volatile Organic Compounds","Miscellaneous","40.84","2008"
"ECO SHELL","5230 GRANGE ROAD","39.9466","-122.178","111336","Fruit and Tree Nut Combination Farming","PM10","Miscellaneous","6.2923985","2008"
"SIEMENS WATER TECHNOLOGIES","11711 READING ROAD","40.1310","-122.201","488119","Other Airport Operations","Nitrogen Oxides","Miscellaneous","12.92","2008"
"LAMSON & SESSIONS COMPANY","1776 EAST BEAMER STREET","38.6842","-121.739","326122","Plastics Pipe and Pipe Fitting Manufacturing","PM2.5 Primary (Filt + Cond","Miscellaneous","9.1472156","2008"
"LAMSON & SESSIONS COMPANY","1776 EAST BEAMER STREET","38.6842","-121.739","326122","Plastics Pipe and Pipe Fitting Manufacturing","PM10","Miscellaneous","9.25","2008"
"BP WEST COAST PRODUCTS, LLC","1601 SOUTH RIVER ROAD","38.5656","-121.528","424710","Petroleum Bulk Stations and Terminals","Nitrogen Oxides","Miscellaneous","13.25","2008"
"BP WEST COAST PRODUCTS, LLC","1601 SOUTH RIVER ROAD","38.5656","-121.528","424710","Petroleum Bulk Stations and Terminals","Volatile Organic Compounds","Miscellaneous","23.05","2008"
"BP WEST COAST PRODUCTS, LLC","1601 SOUTH RIVER ROAD","38.5656","-121.528","424710","Petroleum Bulk Stations and Terminals","Carbon Monoxide","Miscellaneous","72.12","2008"
"EQUILON ENTERPRISES LLC","1509 SOUTH RIVER ROAD","38.5700","-121.522","424710","Petroleum Bulk Stations and Terminals","Volatile Organic Compounds","Miscellaneous","39.79","2008"
"SYCAMORE COGENERATION CO","HEAVY OIL CENTRAL","35.4630","-119.002","221111","Hydroelectric Power Generation","PM2.5 Primary (Filt + Cond","Miscellaneous","28.59037705","2008"
"SYCAMORE COGENERATION CO","HEAVY OIL CENTRAL","35.4630","-119.002","221111","Hydroelectric Power Generation","PM10","Miscellaneous","28.6479723","2008"
"SYCAMORE COGENERATION CO","HEAVY OIL CENTRAL","35.4630","-119.002","221111","Hydroelectric Power Generation","Carbon Monoxide","Miscellaneous","74.9659135","2008"
"SYCAMORE COGENERATION CO","HEAVY OIL CENTRAL","35.4630","-119.002","221111","Hydroelectric Power Generation","Nitrogen Oxides","Miscellaneous","139.0046753","2008"
"ANDERSON CLAYTON CORP/SILVER C","43939 NORTH AVE","36.6916","-120.584","115111","Cotton Ginning","PM2.5 Primary (Filt + Cond","Miscellaneous","7.59052","2008"
"ANDERSON CLAYTON CORP/SILVER C","43939 NORTH AVE","36.6916","-120.584","115111","Cotton Ginning","PM10","Miscellaneous","26.56676","2008"
"GEYSERS POWER CO UNIT 8","5000 JOHN KINGCADE ROAD","38.8153","-122.802","221119","Other Electric Power Generation","PM2.5 Primary (Filt + Cond","Miscellaneous","7.77","2008"
"GEYSERS POWER CO UNIT 8","5000 JOHN KINGCADE ROAD","38.8153","-122.802","221119","Other Electric Power Generation","Ammonia","Miscellaneous","8.2","2008"
"GEYSERS POWER CO UNIT 8","5000 JOHN KINGCADE ROAD","38.8153","-122.802","221119","Other Electric Power Generation","PM10","Miscellaneous","12.95","2008"
"VERTIS, INC.","3200 POMONA BLVD","34.0495","-117.808","323110","Commercial Lithographic Printing","Volatile Organic Compounds","Miscellaneous","63.10827342","2008"
"PACIFIC STEEL CASTING CO-PLANT","1328 2ND STREET","37.8761","-122.305","331513","Steel Foundries (except Investment)","PM2.5 Primary (Filt + Cond","Miscellaneous","8.535024","2008"
"PACIFIC STEEL CASTING CO-PLANT","1328 2ND STREET","37.8761","-122.305","331513","Steel Foundries (except Investment)","PM10","Miscellaneous","9.59653","2008"
"PROVISIONS FOOD COMPANY INC","715 N DIVISADERO","36.3355","-119.310","311511","Fluid Milk Manufacturing","Carbon Monoxide","Miscellaneous","11.012943","2008"
"E & J GALLO WINERY","600 YOSEMITE BLVD","37.6381","-120.983","312130","Wineries","Volatile Organic Compounds","Miscellaneous","87.709145854","2008"
"BLUE MOUNTAIN MINERALS","24599 MARBLE QUARRY ROAD","38.0719","-120.423","212312","Crushed and Broken Limestone Mining and Quarrying","Nitrogen Oxides","Miscellaneous","5.99","2008"
"BLUE MOUNTAIN MINERALS","24599 MARBLE QUARRY ROAD","38.0719","-120.423","212312","Crushed and Broken Limestone Mining and Quarrying","PM2.5 Primary (Filt + Cond","Miscellaneous","13.05","2008"
"BLUE MOUNTAIN MINERALS","24599 MARBLE QUARRY ROAD","38.0719","-120.423","212312","Crushed and Broken Limestone Mining and Quarrying","PM10","Miscellaneous","34.57","2008"
"AGRIUM U.S. INC.","3961 CHANNEL DRIVE","38.5589","-121.576","325311","Nitrogenous Fertilizer Manufacturing","Carbon Monoxide","Miscellaneous","34.23","2008"
"AGRIUM U.S. INC.","3961 CHANNEL DRIVE","38.5589","-121.576","325311","Nitrogenous Fertilizer Manufacturing","Nitrogen Oxides","Miscellaneous","108.59","2008"
"EMERALD PACKAGING INC","33050 WESTERN AVENUE","37.5990","-122.032","322223","Coated Paper Bag and Pouch Manufacturing","Volatile Organic Compounds","Miscellaneous","8.9543395","2008"
"MORTON INTERNATIONAL INC","7380 MORTON AVENUE","37.5173","-122.047","311942","Spice and Extract Manufacturing","PM10","Miscellaneous","12.8019932","2008"
"MORTON INTERNATIONAL INC","7380 MORTON AVENUE","37.5173","-122.047","311942","Spice and Extract Manufacturing","Carbon Monoxide","Miscellaneous","17.772","2008"
"NOVARTIS VACCINES AND DIAGNOST","4560 HORTON STREET","37.8310","-122.289","325412","Pharmaceutical Preparation Manufacturing","Nitrogen Oxides","Miscellaneous","6.84","2008"
"DEPUE SPOONER DRYER","HWY 20 & HUSTED RD","39.1736","-122.131","311212","Rice Milling","PM10","Miscellaneous","5.7868","2008"
"COLUSA RICE COOP EASTSIDE","5 MI N OF COLUSA ON RIVER RD","39.2103","-121.992","311212","Rice Milling","PM10","Miscellaneous","12.1764","2008"
"CALIFORNIA FAMILY FOODSZUMWALT","LURLINE & 14TH STREET","39.2160","-122.022","311212","Rice Milling","PM10","Miscellaneous","7.38","2008"
"BP WEST COAST PROD.LLC BP CARSON REF.","2350 E 223RD ST","33.8241","-118.233","324110","Petroleum Refineries","Ammonia","Petroleum Refinery","175.144309554185","2008"
"BP WEST COAST PROD.LLC BP CARSON REF.","2350 E 223RD ST","33.8241","-118.233","324110","Petroleum Refineries","PM2.5 Primary (Filt + Cond","Petroleum Refinery","233.647748597","2008"
"BP WEST COAST PROD.LLC BP CARSON REF.","2350 E 223RD ST","33.8241","-118.233","324110","Petroleum Refineries","PM10","Petroleum Refinery","245.766507732","2008"
"BP WEST COAST PROD.LLC BP CARSON REF.","2350 E 223RD ST","33.8241","-118.233","324110","Petroleum Refineries","Carbon Monoxide","Petroleum Refinery","493.85","2008"
"BP WEST COAST PROD.LLC BP CARSON REF.","2350 E 223RD ST","33.8241","-118.233","324110","Petroleum Refineries","Volatile Organic Compounds","Petroleum Refinery","513.705531617054","2008"
"BP WEST COAST PROD.LLC BP CARSON REF.","2350 E 223RD ST","33.8241","-118.233","324110","Petroleum Refineries","Nitrogen Oxides","Petroleum Refinery","710.87","2008"
"BP WEST COAST PROD.LLC BP CARSON REF.","2350 E 223RD ST","33.8241","-118.233","324110","Petroleum Refineries","Sulfur Dioxide","Petroleum Refinery","915.04","2008"
"CHEMICAL WASTE MANAGEMENT, INC","35251 OLD SKYLINE ROAD","35.9645","-120.010","562211","Hazardous Waste Treatment and Disposal","Volatile Organic Compounds","Miscellaneous","15.6048463048","2008"
"MOUNTAIN HIGH SKI AREA EAST","24510 HIGHWAY 2","34.3722","-117.676","713990","All Other Amusement and Recreation Industries","Carbon Monoxide","Miscellaneous","5.008671355","2008"
"MOUNTAIN HIGH SKI AREA EAST","24510 HIGHWAY 2","34.3722","-117.676","713990","All Other Amusement and Recreation Industries","Nitrogen Oxides","Miscellaneous","21.30002347","2008"
"GILLIG CORPORATION","25800 CLAWITER ROAD","37.6301","-122.119","336211","Motor Vehicle Body Manufacturing","Volatile Organic Compounds","Miscellaneous","57.5708148","2008"
"ENGINEERED POLYMER SOLUTION, VALSPAR","901 W UNION ST","33.9805","-118.126","325510","Paint and Coating Manufacturing","Volatile Organic Compounds","Miscellaneous","8.512965265962","2008"
"JOHNSON LAMINATING & COATING INC","20631 ANNALEE AVE","33.8435","-118.254","332812","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers","Volatile Organic Compounds","Printing/Publishing","21.26385137","2008"
"EQUILON ENTER, LLC-SHELL OIL PROD. US","BERTH 167-169 MORMON ISLAND","33.7810","-118.207","486910","Pipeline Transportation of Refined Petroleum Products","Volatile Organic Compounds","Miscellaneous","7.3911213577","2008"
"CARSON COGENERATION COMPANY","17171 S CENTRAL AVE","33.8759","-118.249","221112","Fossil Fuel Electric Power Generation","PM10","Electricity Generation via Combustion","5.24797044","2008"
"CARSON COGENERATION COMPANY","17171 S CENTRAL AVE","33.8759","-118.249","221112","Fossil Fuel Electric Power Generation","Nitrogen Oxides","Electricity Generation via Combustion","11.39422657","2008"
"CARSON COGENERATION COMPANY","17171 S CENTRAL AVE","33.8759","-118.249","221112","Fossil Fuel Electric Power Generation","Ammonia","Electricity Generation via Combustion","16.61524","2008"
"G B MFG INC/CALIF ACRYLIC, DBA CAL SPAS","1462 &1481 E NINTH ST","34.0520","-117.728","326191","Plastics Plumbing Fixture Manufacturing","PM2.5 Primary (Filt + Cond","Miscellaneous","15.4614914","2008"
"G B MFG INC/CALIF ACRYLIC, DBA CAL SPAS","1462 &1481 E NINTH ST","34.0520","-117.728","326191","Plastics Plumbing Fixture Manufacturing","PM10","Miscellaneous","16.0569814","2008"
"G B MFG INC/CALIF ACRYLIC, DBA CAL SPAS","1462 &1481 E NINTH ST","34.0520","-117.728","326191","Plastics Plumbing Fixture Manufacturing","Volatile Organic Compounds","Miscellaneous","49.511348261","2008"
"NORTHROP GRUMMAN CORP, AIRCRAFT DIV","500-800 N DOUGLAS ST","33.9242","-118.384","336411","Aircraft Manufacturing","Nitrogen Oxides","Miscellaneous","9.26","2008"
"NORTHROP GRUMMAN CORP, AIRCRAFT DIV","500-800 N DOUGLAS ST","33.9242","-118.384","336411","Aircraft Manufacturing","Volatile Organic Compounds","Miscellaneous","30.9026072533","2008"
"LONG BEACH PEAKERS LLC","2665 W SEASIDE BLVD","33.7621","-118.227","221112","Fossil Fuel Electric Power Generation","Nitrogen Oxides","Electricity Generation via Combustion","6.13","2008"
"AES ALAMITOS, LLC","690 N STUDEBAKER RD","33.7688","-118.101","221112","Fossil Fuel Electric Power Generation","Sulfur Dioxide","Electricity Generation via Combustion","7.902185975","2008"
"AES ALAMITOS, LLC","690 N STUDEBAKER RD","33.7688","-118.101","221112","Fossil Fuel Electric Power Generation","PM2.5 Primary (Filt + Cond","Electricity Generation via Combustion","17.5982226072618","2008"
"AES ALAMITOS, LLC","690 N STUDEBAKER RD","33.7688","-118.101","221112","Fossil Fuel Electric Power Generation","PM10","Electricity Generation via Combustion","17.598741022847","2008"
"AES ALAMITOS, LLC","690 N STUDEBAKER RD","33.7688","-118.101","221112","Fossil Fuel Electric Power Generation","Volatile Organic Compounds","Electricity Generation via Combustion","34.22611812","2008"
"AES ALAMITOS, LLC","690 N STUDEBAKER RD","33.7688","-118.101","221112","Fossil Fuel Electric Power Generation","Ammonia","Electricity Generation via Combustion","34.5538","2008"
"AES ALAMITOS, LLC","690 N STUDEBAKER RD","33.7688","-118.101","221112","Fossil Fuel Electric Power Generation","Nitrogen Oxides","Electricity Generation via Combustion","73.360390915","2008"
"AES ALAMITOS, LLC","690 N STUDEBAKER RD","33.7688","-118.101","221112","Fossil Fuel Electric Power Generation","Carbon Monoxide","Electricity Generation via Combustion","857.0545645","2008"
"AES REDONDO BEACH, LLC","1100 N. HARBOR DR","33.8504","-118.395","221112","Fossil Fuel Electric Power Generation","Volatile Organic Compounds","Electricity Generation via Combustion","8.954804875","2008"
"AES REDONDO BEACH, LLC","1100 N. HARBOR DR","33.8504","-118.395","221112","Fossil Fuel Electric Power Generation","Nitrogen Oxides","Electricity Generation via Combustion","10.8120963096","2008"
"AES REDONDO BEACH, LLC","1100 N. HARBOR DR","33.8504","-118.395","221112","Fossil Fuel Electric Power Generation","Ammonia","Electricity Generation via Combustion","12.48629","2008"
"AES REDONDO BEACH, LLC","1100 N. HARBOR DR","33.8504","-118.395","221112","Fossil Fuel Electric Power Generation","Carbon Monoxide","Electricity Generation via Combustion","165.7705355","2008"
"ANHEUSER-BUSCH INC., (LA BREWERY)","15800 ROSCOE BLVD","34.2214","-118.478","312120","Breweries","Sulfur Dioxide","Miscellaneous","5.09218669","2008"
"ANHEUSER-BUSCH INC., (LA BREWERY)","15800 ROSCOE BLVD","34.2214","-118.478","312120","Breweries","Nitrogen Oxides","Miscellaneous","17.428715766","2008"
"ANHEUSER-BUSCH INC., (LA BREWERY)","15800 ROSCOE BLVD","34.2214","-118.478","312120","Breweries","PM2.5 Primary (Filt + Cond","Miscellaneous","20.521814090487","2008"
"ANHEUSER-BUSCH INC., (LA BREWERY)","15800 ROSCOE BLVD","34.2214","-118.478","312120","Breweries","Ammonia","Miscellaneous","24.59376","2008"
"ANHEUSER-BUSCH INC., (LA BREWERY)","15800 ROSCOE BLVD","34.2214","-118.478","312120","Breweries","PM10","Miscellaneous","32.87122959153","2008"
"ANHEUSER-BUSCH INC., (LA BREWERY)","15800 ROSCOE BLVD","34.2214","-118.478","312120","Breweries","Carbon Monoxide","Miscellaneous","51.710265","2008"
"ANHEUSER-BUSCH INC., (LA BREWERY)","15800 ROSCOE BLVD","34.2214","-118.478","312120","Breweries","Volatile Organic Compounds","Miscellaneous","190.59054551266","2008"
"HI-SHEAR CORPORATION","2600 SKYPARK DR","33.8028","-118.332","332722","Bolt, Nut, Screw, Rivet, and Washer Manufacturing","Volatile Organic Compounds","Miscellaneous","5.042684127","2008"
"US GYPSUM CO","4500 ARDINE ST","33.9578","-118.192","327420","Gypsum Product Manufacturing","Carbon Monoxide","Pulp and Paper Plant","9.59","2008"
"US GYPSUM CO","4500 ARDINE ST","33.9578","-118.192","327420","Gypsum Product Manufacturing","Nitrogen Oxides","Pulp and Paper Plant","14.21","2008"
"EL SEGUNDO POWER, LLC","301 VISTA DEL MAR","33.9106","-118.425","221112","Fossil Fuel Electric Power Generation","Volatile Organic Compounds","Electricity Generation via Combustion","15.15","2008"
"EL SEGUNDO POWER, LLC","301 VISTA DEL MAR","33.9106","-118.425","221112","Fossil Fuel Electric Power Generation","PM10","Electricity Generation via Combustion","20.88","2008"
"EL SEGUNDO POWER, LLC","301 VISTA DEL MAR","33.9106","-118.425","221112","Fossil Fuel Electric Power Generation","PM2.5 Primary (Filt + Cond","Electricity Generation via Combustion","20.88","2008"
"EL SEGUNDO POWER, LLC","301 VISTA DEL MAR","33.9106","-118.425","221112","Fossil Fuel Electric Power Generation","Nitrogen Oxides","Electricity Generation via Combustion","21.2","2008"
"EL SEGUNDO POWER, LLC","301 VISTA DEL MAR","33.9106","-118.425","221112","Fossil Fuel Electric Power Generation","Ammonia","Electricity Generation via Combustion","25.0068","2008"
"EL SEGUNDO POWER, LLC","301 VISTA DEL MAR","33.9106","-118.425","221112","Fossil Fuel Electric Power Generation","Carbon Monoxide","Electricity Generation via Combustion","230.83","2008"
"NEW NGC, INC.","1850 PIER B ST","33.7812","-118.222","327420","Gypsum Product Manufacturing","PM2.5 Primary (Filt + Cond","Miscellaneous","7.2916698812","2008"
"NEW NGC, INC.","1850 PIER B ST","33.7812","-118.222","327420","Gypsum Product Manufacturing","Carbon Monoxide","Miscellaneous","10.25","2008"
"NEW NGC, INC.","1850 PIER B ST","33.7812","-118.222","327420","Gypsum Product Manufacturing","Nitrogen Oxides","Miscellaneous","11.07","2008"
"NEW NGC, INC.","1850 PIER B ST","33.7812","-118.222","327420","Gypsum Product Manufacturing","PM10","Miscellaneous","12.7610623425","2008"
"CONSOLIDATED FOUNDRIES - POMONA","4200 W VALLEY BLVD","34.0373","-117.822","331524","Aluminum Foundries (except Die-Casting)","Volatile Organic Compounds","Miscellaneous","8.33225","2008"
"R. R. DONNELLEY & SONS CO, LA MFG DIV","19681 PACIFIC GATEWAY DR","33.8527","-118.296","323110","Commercial Lithographic Printing","Nitrogen Oxides","Printing/Publishing","7.37","2008"
"R. R. DONNELLEY & SONS CO, LA MFG DIV","19681 PACIFIC GATEWAY DR","33.8527","-118.296","323110","Commercial Lithographic Printing","Volatile Organic Compounds","Printing/Publishing","12.3289484","2008"
"IMPRESS USA INC","936 BARRACUDA ST","33.7379","-118.265","332431","Metal Can Manufacturing","Volatile Organic Compounds","Miscellaneous","22.8036243433","2008"
"CHEVRON PRODUCTS CO.","324 W EL SEGUNDO BLVD","33.9162","-118.419","324110","Petroleum Refineries","Ammonia","Petroleum Refinery","69.346735","2008"
"CHEVRON PRODUCTS CO.","324 W EL SEGUNDO BLVD","33.9162","-118.419","324110","Petroleum Refineries","PM2.5 Primary (Filt + Cond","Petroleum Refinery","185.03139584","2008"
"CHEVRON PRODUCTS CO.","324 W EL SEGUNDO BLVD","33.9162","-118.419","324110","Petroleum Refineries","PM10","Petroleum Refinery","194.19453911","2008"
"CHEVRON PRODUCTS CO.","324 W EL SEGUNDO BLVD","33.9162","-118.419","324110","Petroleum Refineries","Sulfur Dioxide","Petroleum Refinery","429.20831021","2008"
"CHEVRON PRODUCTS CO.","324 W EL SEGUNDO BLVD","33.9162","-118.419","324110","Petroleum Refineries","Volatile Organic Compounds","Petroleum Refinery","565.845190046207","2008"
